"","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","track_names","who","...1","outcome"
"139",0.678,0.659,1,-4.694,1,0.312,0.492,0,0.106,0.675,173.988,"audio_features","3PdgIdRXJjgxfOr7slldel","spotify:track:3PdgIdRXJjgxfOr7slldel","https://api.spotify.com/v1/tracks/3PdgIdRXJjgxfOr7slldel","https://api.spotify.com/v1/audio-analysis/3PdgIdRXJjgxfOr7slldel",243180,4,"Work Out","Annie",39,0
"140",0.514,0.693,9,-5.868,1,0.408,0.177,0,0.351,0.287,110.568,"audio_features","3EApebexZ7YqDIqw2EMTDh","spotify:track:3EApebexZ7YqDIqw2EMTDh","https://api.spotify.com/v1/tracks/3EApebexZ7YqDIqw2EMTDh","https://api.spotify.com/v1/audio-analysis/3EApebexZ7YqDIqw2EMTDh",240640,3,"I Might Need Security","Annie",40,0
"141",0.519,0.749,6,-3.318,0,0.0405,0.271,0,0.119,0.29,147.905,"audio_features","0ZUo4YjG4saFnEJhdWp9Bt","spotify:track:0ZUo4YjG4saFnEJhdWp9Bt","https://api.spotify.com/v1/tracks/0ZUo4YjG4saFnEJhdWp9Bt","https://api.spotify.com/v1/audio-analysis/0ZUo4YjG4saFnEJhdWp9Bt",199947,4,"Before He Cheats","Annie",41,0
"142",0.535,0.448,1,-8.919,0,0.175,0.601,0,0.376,0.284,120.554,"audio_features","388jD8ko9cvFM9cd9TYDrl","spotify:track:388jD8ko9cvFM9cd9TYDrl","https://api.spotify.com/v1/tracks/388jD8ko9cvFM9cd9TYDrl","https://api.spotify.com/v1/audio-analysis/388jD8ko9cvFM9cd9TYDrl",343213,4,"ROS","Annie",42,0
"143",0.705,0.417,0,-12.742,1,0.2,0.143,0.033,0.395,0.267,79.001,"audio_features","4cSIwCwHBx80sXjBeb9Uw1","spotify:track:4cSIwCwHBx80sXjBeb9Uw1","https://api.spotify.com/v1/tracks/4cSIwCwHBx80sXjBeb9Uw1","https://api.spotify.com/v1/audio-analysis/4cSIwCwHBx80sXjBeb9Uw1",206582,4,"Feel It Still - Flatbush Zombies Remix","Annie",43,0
"144",0.88,0.569,10,-6.517,0,0.221,0.0809,5.82e-05,0.214,0.474,134.924,"audio_features","1883mCuSqnfnrWoq8i3myH","spotify:track:1883mCuSqnfnrWoq8i3myH","https://api.spotify.com/v1/tracks/1883mCuSqnfnrWoq8i3myH","https://api.spotify.com/v1/audio-analysis/1883mCuSqnfnrWoq8i3myH",190187,4,"Programs","Annie",44,0
"145",0.516,0.546,5,-9.105,1,0.249,0.814,4.5e-06,0.0995,0.515,78.267,"audio_features","64O6Y8wpgkcaOYRQioDuRB","spotify:track:64O6Y8wpgkcaOYRQioDuRB","https://api.spotify.com/v1/tracks/64O6Y8wpgkcaOYRQioDuRB","https://api.spotify.com/v1/audio-analysis/64O6Y8wpgkcaOYRQioDuRB",271733,4,"Small Worlds","Annie",45,0
"146",0.578,0.714,7,-4.853,1,0.19,0.437,0,0.277,0.524,75.064,"audio_features","0ZBchpb4CLk5Qqu3895Etp","spotify:track:0ZBchpb4CLk5Qqu3895Etp","https://api.spotify.com/v1/tracks/0ZBchpb4CLk5Qqu3895Etp","https://api.spotify.com/v1/audio-analysis/0ZBchpb4CLk5Qqu3895Etp",228440,4,"Buttons","Annie",46,0
"147",0.79,0.438,1,-6.462,1,0.133,0.0634,0,0.1,0.247,90.022,"audio_features","2qwn6whaZf7gax7SaqUZSC","spotify:track:2qwn6whaZf7gax7SaqUZSC","https://api.spotify.com/v1/tracks/2qwn6whaZf7gax7SaqUZSC","https://api.spotify.com/v1/audio-analysis/2qwn6whaZf7gax7SaqUZSC",248050,4,"Incredible","Annie",47,0
"148",0.585,0.801,11,-5.406,0,0.0995,0.00601,8.2e-05,0.0865,0.283,101.987,"audio_features","3reay7NBijCy7n8xVLpDL8","spotify:track:3reay7NBijCy7n8xVLpDL8","https://api.spotify.com/v1/tracks/3reay7NBijCy7n8xVLpDL8","https://api.spotify.com/v1/audio-analysis/3reay7NBijCy7n8xVLpDL8",221747,4,"Passenger Side","Annie",48,0
"149",0.79,0.49,5,-5.097,1,0.0942,0.483,0,0.201,0.577,140.202,"audio_features","1UMQ9VXdKGiAHIGD5fWX2B","spotify:track:1UMQ9VXdKGiAHIGD5fWX2B","https://api.spotify.com/v1/tracks/1UMQ9VXdKGiAHIGD5fWX2B","https://api.spotify.com/v1/audio-analysis/1UMQ9VXdKGiAHIGD5fWX2B",203653,4,"Iron & Steel","Annie",49,0
"150",0.648,0.498,0,-9.722,0,0.141,0.484,0,0.325,0.488,132.01,"audio_features","7f0d7CGRJb1lk6nAz1QLzj","spotify:track:7f0d7CGRJb1lk6nAz1QLzj","https://api.spotify.com/v1/tracks/7f0d7CGRJb1lk6nAz1QLzj","https://api.spotify.com/v1/audio-analysis/7f0d7CGRJb1lk6nAz1QLzj",138182,4,"First Things First","Annie",50,0
"151",0.927,0.563,0,-8.163,0,0.0941,0.582,0.000442,0.0708,0.952,124.99,"audio_features","2DRnZ9Wiw60HbS6GDqnld1","spotify:track:2DRnZ9Wiw60HbS6GDqnld1","https://api.spotify.com/v1/tracks/2DRnZ9Wiw60HbS6GDqnld1","https://api.spotify.com/v1/audio-analysis/2DRnZ9Wiw60HbS6GDqnld1",171524,4,"Bag Season","Annie",51,0
"152",0.727,0.391,5,-7.48,0,0.251,0.344,0.00015,0.135,0.221,166.12,"audio_features","48ZonDB5Bd2svbdRskiLkE","spotify:track:48ZonDB5Bd2svbdRskiLkE","https://api.spotify.com/v1/tracks/48ZonDB5Bd2svbdRskiLkE","https://api.spotify.com/v1/audio-analysis/48ZonDB5Bd2svbdRskiLkE",175450,4,"Baby Boy","Annie",52,0
"153",0.727,0.463,2,-12.867,1,0.363,0.228,0,0.065,0.415,89.694,"audio_features","4sx30qSHWacpU4my5WHC4K","spotify:track:4sx30qSHWacpU4my5WHC4K","https://api.spotify.com/v1/tracks/4sx30qSHWacpU4my5WHC4K","https://api.spotify.com/v1/audio-analysis/4sx30qSHWacpU4my5WHC4K",175500,4,"Shorty","Annie",53,0
"154",0.609,0.647,0,-8.689,1,0.367,0.0219,0,0.143,0.445,106.051,"audio_features","0p8E413H9XOj86PSVMwM7i","spotify:track:0p8E413H9XOj86PSVMwM7i","https://api.spotify.com/v1/tracks/0p8E413H9XOj86PSVMwM7i","https://api.spotify.com/v1/audio-analysis/0p8E413H9XOj86PSVMwM7i",203405,4,"Wide Angle","Annie",54,0
"155",0.317,0.276,0,-21.163,1,0.0984,0.994,0.0531,0.33,0.591,124.953,"audio_features","5OZA1vhFOW5J9MqEBHpYSC","spotify:track:5OZA1vhFOW5J9MqEBHpYSC","https://api.spotify.com/v1/tracks/5OZA1vhFOW5J9MqEBHpYSC","https://api.spotify.com/v1/audio-analysis/5OZA1vhFOW5J9MqEBHpYSC",107553,3,"This is a Rose (Interlude)","Annie",55,0
"156",0.505,0.479,10,-7.388,0,0.0701,0.0088,0.000719,0.417,0.4,119.901,"audio_features","5MToq94xGO3pGbWBQxKPj3","spotify:track:5MToq94xGO3pGbWBQxKPj3","https://api.spotify.com/v1/tracks/5MToq94xGO3pGbWBQxKPj3","https://api.spotify.com/v1/audio-analysis/5MToq94xGO3pGbWBQxKPj3",211413,4,"Above Water","Annie",56,0
"157",0.731,0.487,1,-12.214,1,0.394,0.318,0,0.105,0.482,84.921,"audio_features","1oHx7m4YoqXzao3MEn94HY","spotify:track:1oHx7m4YoqXzao3MEn94HY","https://api.spotify.com/v1/tracks/1oHx7m4YoqXzao3MEn94HY","https://api.spotify.com/v1/audio-analysis/1oHx7m4YoqXzao3MEn94HY",237407,4,"Oceans V2","Annie",57,0
"158",0.885,0.42,9,-7.818,1,0.146,0.202,7.92e-05,0.0838,0.527,139.97,"audio_features","5DA2fkfcKhbuXFB7dWA1Pz","spotify:track:5DA2fkfcKhbuXFB7dWA1Pz","https://api.spotify.com/v1/tracks/5DA2fkfcKhbuXFB7dWA1Pz","https://api.spotify.com/v1/audio-analysis/5DA2fkfcKhbuXFB7dWA1Pz",222917,4,"All I Need","Annie",58,0
"159",0.735,0.306,5,-12.906,0,0.0627,0.517,0,0.107,0.265,122.027,"audio_features","1LJAHV5GlmV59vZ3zHvhJ0","spotify:track:1LJAHV5GlmV59vZ3zHvhJ0","https://api.spotify.com/v1/tracks/1LJAHV5GlmV59vZ3zHvhJ0","https://api.spotify.com/v1/audio-analysis/1LJAHV5GlmV59vZ3zHvhJ0",169720,4,"2 Soon","Annie",59,0
"160",0.667,0.424,11,-12.328,0,0.19,0.0917,0.000605,0.115,0.157,119.87,"audio_features","5T2yqGJg9qAPMZJVo3xBNq","spotify:track:5T2yqGJg9qAPMZJVo3xBNq","https://api.spotify.com/v1/tracks/5T2yqGJg9qAPMZJVo3xBNq","https://api.spotify.com/v1/audio-analysis/5T2yqGJg9qAPMZJVo3xBNq",205500,4,"Darkest Motives","Annie",60,0
"161",0.383,0.274,0,-15.187,1,0.068,0.811,0.00894,0.159,0.357,156.103,"audio_features","3a7t28H8s6Pspjvux1bkiX","spotify:track:3a7t28H8s6Pspjvux1bkiX","https://api.spotify.com/v1/tracks/3a7t28H8s6Pspjvux1bkiX","https://api.spotify.com/v1/audio-analysis/3a7t28H8s6Pspjvux1bkiX",125192,4,"I Stayed Home All Day","Annie",61,0
"162",0.871,0.343,2,-14.825,1,0.0908,0.212,0,0.123,0.656,122.996,"audio_features","5ruLlyX60A4GyYel2JQer4","spotify:track:5ruLlyX60A4GyYel2JQer4","https://api.spotify.com/v1/tracks/5ruLlyX60A4GyYel2JQer4","https://api.spotify.com/v1/audio-analysis/5ruLlyX60A4GyYel2JQer4",187073,4,"Die B4 You Do","Annie",62,0
"163",0.82,0.352,0,-13.366,1,0.146,0.449,0,0.413,0.493,120.044,"audio_features","5GeXTjykza5K9HHyqWIfrv","spotify:track:5GeXTjykza5K9HHyqWIfrv","https://api.spotify.com/v1/tracks/5GeXTjykza5K9HHyqWIfrv","https://api.spotify.com/v1/audio-analysis/5GeXTjykza5K9HHyqWIfrv",193000,4,"She Come and She Go","Annie",63,0
"164",0.675,0.385,9,-11.009,1,0.0994,0.547,0,0.172,0.232,73.023,"audio_features","3JICURjxOngSbii72KTn5S","spotify:track:3JICURjxOngSbii72KTn5S","https://api.spotify.com/v1/tracks/3JICURjxOngSbii72KTn5S","https://api.spotify.com/v1/audio-analysis/3JICURjxOngSbii72KTn5S",216892,4,"Bring Me My Money","Annie",64,0
"165",0.863,0.577,7,-4.544,1,0.253,0.0299,0,0.327,0.581,110.021,"audio_features","29FLOzVMMmSYDMPicVJdAy","spotify:track:29FLOzVMMmSYDMPicVJdAy","https://api.spotify.com/v1/tracks/29FLOzVMMmSYDMPicVJdAy","https://api.spotify.com/v1/audio-analysis/29FLOzVMMmSYDMPicVJdAy",148636,4,"Sun Dance","Annie",65,0
"166",0.859,0.371,0,-10.683,1,0.0514,0.144,6.76e-06,0.113,0.601,110.899,"audio_features","3t2N6cizXKZ9RCTd3OkSMV","spotify:track:3t2N6cizXKZ9RCTd3OkSMV","https://api.spotify.com/v1/tracks/3t2N6cizXKZ9RCTd3OkSMV","https://api.spotify.com/v1/audio-analysis/3t2N6cizXKZ9RCTd3OkSMV",200125,4,"7th King","Annie",66,0
"167",0.742,0.71,11,-7.859,0,0.0672,0.157,0,0.308,0.906,99.948,"audio_features","2eYv1TTJtj0TBdTdZziWqD","spotify:track:2eYv1TTJtj0TBdTdZziWqD","https://api.spotify.com/v1/tracks/2eYv1TTJtj0TBdTdZziWqD","https://api.spotify.com/v1/audio-analysis/2eYv1TTJtj0TBdTdZziWqD",183042,4,"Horchata (Waves)","Annie",67,0
"168",0.736,0.638,0,-7.299,1,0.174,0.136,1.41e-06,0.283,0.829,139.15,"audio_features","0lMpJ2Y5MdnmH1755IGroZ","spotify:track:0lMpJ2Y5MdnmH1755IGroZ","https://api.spotify.com/v1/tracks/0lMpJ2Y5MdnmH1755IGroZ","https://api.spotify.com/v1/audio-analysis/0lMpJ2Y5MdnmH1755IGroZ",205500,4,"Love","Annie",68,0
"169",0.938,0.513,11,-8.122,1,0.237,0.0254,0,0.0691,0.182,108.001,"audio_features","3UraDt03aF36JtbaSv5cUY","spotify:track:3UraDt03aF36JtbaSv5cUY","https://api.spotify.com/v1/tracks/3UraDt03aF36JtbaSv5cUY","https://api.spotify.com/v1/audio-analysis/3UraDt03aF36JtbaSv5cUY",260625,4,"Gorilla (feat. Gyyps)","Annie",69,0
"170",0.552,0.238,0,-15.91,1,0.242,0.452,0,0.175,0.356,128.239,"audio_features","74FAurNEnLtugKFkvpiwzV","spotify:track:74FAurNEnLtugKFkvpiwzV","https://api.spotify.com/v1/tracks/74FAurNEnLtugKFkvpiwzV","https://api.spotify.com/v1/audio-analysis/74FAurNEnLtugKFkvpiwzV",111500,4,"Interlude","Annie",70,0
"171",0.742,0.566,6,-9.091,1,0.1,0.567,1.27e-05,0.114,0.394,129.972,"audio_features","1IUKVXk8cWRQQ01YhH4WTj","spotify:track:1IUKVXk8cWRQQ01YhH4WTj","https://api.spotify.com/v1/tracks/1IUKVXk8cWRQQ01YhH4WTj","https://api.spotify.com/v1/audio-analysis/1IUKVXk8cWRQQ01YhH4WTj",148615,4,"Shadows","Annie",71,0
"172",0.944,0.47,10,-11.598,0,0.182,0.278,1.33e-06,0.0777,0.93,129.978,"audio_features","52Cs7GrUOMuaS7wS0jmqnU","spotify:track:52Cs7GrUOMuaS7wS0jmqnU","https://api.spotify.com/v1/tracks/52Cs7GrUOMuaS7wS0jmqnU","https://api.spotify.com/v1/audio-analysis/52Cs7GrUOMuaS7wS0jmqnU",169885,4,"This Shit Comes in Waves","Annie",72,0
"173",0.626,0.575,4,-8.804,1,0.458,0.00625,0,0.182,0.322,134.071,"audio_features","1EVkELMqiqO7F5Hi76oaLP","spotify:track:1EVkELMqiqO7F5Hi76oaLP","https://api.spotify.com/v1/tracks/1EVkELMqiqO7F5Hi76oaLP","https://api.spotify.com/v1/audio-analysis/1EVkELMqiqO7F5Hi76oaLP",246716,4,"Club Bang (feat. Gyyps)","Annie",73,0
"174",0.673,0.386,8,-10.26,1,0.503,0.809,0,0.48,0.792,114.575,"audio_features","4NnZLxypfFvJyOzYavgZRk","spotify:track:4NnZLxypfFvJyOzYavgZRk","https://api.spotify.com/v1/tracks/4NnZLxypfFvJyOzYavgZRk","https://api.spotify.com/v1/audio-analysis/4NnZLxypfFvJyOzYavgZRk",177042,1,"Buena Vista","Annie",74,0
"175",0.922,0.389,10,-9.986,1,0.092,0.223,9.41e-05,0.101,0.325,104.06,"audio_features","5WJ733JRIgg7oJNzUBpZdH","spotify:track:5WJ733JRIgg7oJNzUBpZdH","https://api.spotify.com/v1/tracks/5WJ733JRIgg7oJNzUBpZdH","https://api.spotify.com/v1/audio-analysis/5WJ733JRIgg7oJNzUBpZdH",169542,4,"Don't Change","Annie",75,0
"176",0.461,0.382,0,-10.033,1,0.0508,0.148,0.00687,0.264,0.166,120.015,"audio_features","2L21qwCDZYvaGJeJ85vR2p","spotify:track:2L21qwCDZYvaGJeJ85vR2p","https://api.spotify.com/v1/tracks/2L21qwCDZYvaGJeJ85vR2p","https://api.spotify.com/v1/audio-analysis/2L21qwCDZYvaGJeJ85vR2p",255500,4,"Dope4yall","Annie",76,0
"177",0.605,0.334,1,-15.66,1,0.128,0.15,0.848,0.0897,0.262,155.799,"audio_features","0i8SsknbRmHKsq9ryrrrHA","spotify:track:0i8SsknbRmHKsq9ryrrrHA","https://api.spotify.com/v1/tracks/0i8SsknbRmHKsq9ryrrrHA","https://api.spotify.com/v1/audio-analysis/0i8SsknbRmHKsq9ryrrrHA",106154,4,"Tea (feat. Tim Callobre & Gyyps)","Annie",77,0
"178",0.931,0.664,5,-5.873,1,0.0906,0.0507,9.63e-06,0.173,0.314,111.018,"audio_features","0CJaZKbCqXgB6QvBQp6GFS","spotify:track:0CJaZKbCqXgB6QvBQp6GFS","https://api.spotify.com/v1/tracks/0CJaZKbCqXgB6QvBQp6GFS","https://api.spotify.com/v1/audio-analysis/0CJaZKbCqXgB6QvBQp6GFS",278378,4,"Leave in the Morning (feat. Tut)","Annie",78,0
"179",0.686,0.262,7,-13.009,1,0.0504,0.931,0.0451,0.0915,0.411,77.391,"audio_features","6SXNtpk3nxRiPben0c2eMN","spotify:track:6SXNtpk3nxRiPben0c2eMN","https://api.spotify.com/v1/tracks/6SXNtpk3nxRiPben0c2eMN","https://api.spotify.com/v1/audio-analysis/6SXNtpk3nxRiPben0c2eMN",226750,4,"White","Annie",79,0
"180",0.808,0.342,0,-12.246,1,0.0365,0.241,0.0397,0.106,0.434,111.033,"audio_features","4NHvhzUAWP8C6G27wTrSoX","spotify:track:4NHvhzUAWP8C6G27wTrSoX","https://api.spotify.com/v1/tracks/4NHvhzUAWP8C6G27wTrSoX","https://api.spotify.com/v1/audio-analysis/4NHvhzUAWP8C6G27wTrSoX",191407,4,"7th King (Dwayne Reprise)","Annie",80,0
"181",0.796,0.405,4,-9.612,0,0.223,0.185,0,0.0911,0.166,132.057,"audio_features","6QS5M4NNZV5hWZCxfukxzB","spotify:track:6QS5M4NNZV5hWZCxfukxzB","https://api.spotify.com/v1/tracks/6QS5M4NNZV5hWZCxfukxzB","https://api.spotify.com/v1/audio-analysis/6QS5M4NNZV5hWZCxfukxzB",165373,3,"Westside It Don't Stop","Annie",81,0
"182",0.747,0.714,6,-5.123,0,0.14,0.0169,0,0.138,0.461,144.969,"audio_features","3DgoM4s0T7VoHEQkp3xUsW","spotify:track:3DgoM4s0T7VoHEQkp3xUsW","https://api.spotify.com/v1/tracks/3DgoM4s0T7VoHEQkp3xUsW","https://api.spotify.com/v1/audio-analysis/3DgoM4s0T7VoHEQkp3xUsW",191013,4,"Mama Always Told Me","Annie",82,0
"183",0.401,0.325,2,-13.575,1,0.068,0.629,2.12e-06,0.103,0.209,84.628,"audio_features","2jLHm0rzlxKonOQPSApDJN","spotify:track:2jLHm0rzlxKonOQPSApDJN","https://api.spotify.com/v1/tracks/2jLHm0rzlxKonOQPSApDJN","https://api.spotify.com/v1/audio-analysis/2jLHm0rzlxKonOQPSApDJN",158040,4,"Intro (Slow)","Annie",83,0
"184",0.838,0.546,5,-6.811,0,0.295,0.153,0,0.0656,0.745,137.027,"audio_features","51LIqkda3pTeECZUhMnool","spotify:track:51LIqkda3pTeECZUhMnool","https://api.spotify.com/v1/tracks/51LIqkda3pTeECZUhMnool","https://api.spotify.com/v1/audio-analysis/51LIqkda3pTeECZUhMnool",206533,4,"Straightjacket","Annie",84,0
"185",0.542,0.459,4,-8.354,1,0.271,0.476,0,0.115,0.594,143.179,"audio_features","3bBcJ5L26TPFKFhl2b0jrw","spotify:track:3bBcJ5L26TPFKFhl2b0jrw","https://api.spotify.com/v1/tracks/3bBcJ5L26TPFKFhl2b0jrw","https://api.spotify.com/v1/audio-analysis/3bBcJ5L26TPFKFhl2b0jrw",195280,4,"Worst","Annie",85,0
"186",0.812,0.472,1,-6.806,0,0.0603,0.26,0,0.285,0.457,92.951,"audio_features","7cM9Kqto11iJpY2RwgVJSq","spotify:track:7cM9Kqto11iJpY2RwgVJSq","https://api.spotify.com/v1/tracks/7cM9Kqto11iJpY2RwgVJSq","https://api.spotify.com/v1/audio-analysis/7cM9Kqto11iJpY2RwgVJSq",240013,4,"Flare Guns","Annie",86,0
"187",0.862,0.599,1,-6.116,0,0.296,0.407,0,0.0827,0.495,93.922,"audio_features","0lNFKo6PVwAGnEdZfp9UfT","spotify:track:0lNFKo6PVwAGnEdZfp9UfT","https://api.spotify.com/v1/tracks/0lNFKo6PVwAGnEdZfp9UfT","https://api.spotify.com/v1/audio-analysis/0lNFKo6PVwAGnEdZfp9UfT",187333,4,"Fake Denim","Annie",87,0
"188",0.867,0.414,2,-9.262,1,0.168,0.618,0,0.121,0.355,120.026,"audio_features","1oRqphEMulv6I12JOIGIMH","spotify:track:1oRqphEMulv6I12JOIGIMH","https://api.spotify.com/v1/tracks/1oRqphEMulv6I12JOIGIMH","https://api.spotify.com/v1/audio-analysis/1oRqphEMulv6I12JOIGIMH",232173,4,"Don't You","Annie",88,0
"189",0.79,0.661,11,-5.355,1,0.0536,0.107,0,0.14,0.674,144.966,"audio_features","1bgjcyBhusKOjciL2BEiWM","spotify:track:1bgjcyBhusKOjciL2BEiWM","https://api.spotify.com/v1/tracks/1bgjcyBhusKOjciL2BEiWM","https://api.spotify.com/v1/audio-analysis/1bgjcyBhusKOjciL2BEiWM",183080,4,"60 Seconds","Annie",89,0
"190",0.735,0.448,6,-7.387,1,0.0864,0.333,0,0.115,0.581,93.099,"audio_features","4d5aAIEtXySFDFxNuYbbZv","spotify:track:4d5aAIEtXySFDFxNuYbbZv","https://api.spotify.com/v1/tracks/4d5aAIEtXySFDFxNuYbbZv","https://api.spotify.com/v1/audio-analysis/4d5aAIEtXySFDFxNuYbbZv",179307,4,"Walls","Annie",90,0
"191",0.821,0.424,2,-8.717,0,0.124,0.395,0,0.1,0.564,104.102,"audio_features","1gnYyhbQVmPskm6idTMrx3","spotify:track:1gnYyhbQVmPskm6idTMrx3","https://api.spotify.com/v1/tracks/1gnYyhbQVmPskm6idTMrx3","https://api.spotify.com/v1/audio-analysis/1gnYyhbQVmPskm6idTMrx3",188787,4,"Tourist","Annie",91,0
"192",0.75,0.694,2,-5.876,1,0.0342,0.44,1.53e-06,0.0881,0.656,106.017,"audio_features","1W0zPxHrUF4H2xmWkO97Ea","spotify:track:1W0zPxHrUF4H2xmWkO97Ea","https://api.spotify.com/v1/tracks/1W0zPxHrUF4H2xmWkO97Ea","https://api.spotify.com/v1/audio-analysis/1W0zPxHrUF4H2xmWkO97Ea",197333,4,"One Day At A Time","Annie",92,0
"193",0.731,0.588,3,-5.217,1,0.0749,0.334,0,0.278,0.449,80.019,"audio_features","7cWyFwAaxdK2HSRuiRkMjy","spotify:track:7cWyFwAaxdK2HSRuiRkMjy","https://api.spotify.com/v1/tracks/7cWyFwAaxdK2HSRuiRkMjy","https://api.spotify.com/v1/audio-analysis/7cWyFwAaxdK2HSRuiRkMjy",235720,4,"Always Been You","Annie",93,0
"194",0.655,0.839,9,-5.076,0,0.443,0.00534,0,0.308,0.55,74.867,"audio_features","5goGDc74vVREyN8al8CkPh","spotify:track:5goGDc74vVREyN8al8CkPh","https://api.spotify.com/v1/tracks/5goGDc74vVREyN8al8CkPh","https://api.spotify.com/v1/audio-analysis/5goGDc74vVREyN8al8CkPh",255840,4,"Diplomatic Immunity","Annie",94,0
"195",0.758,0.448,7,-9.441,1,0.103,0.0309,8.67e-05,0.558,0.373,77.176,"audio_features","2XW4DbS6NddZxRPm5rMCeY","spotify:track:2XW4DbS6NddZxRPm5rMCeY","https://api.spotify.com/v1/tracks/2XW4DbS6NddZxRPm5rMCeY","https://api.spotify.com/v1/audio-analysis/2XW4DbS6NddZxRPm5rMCeY",198960,4,"God's Plan","Annie",95,0
"196",0.623,0.417,0,-13.142,1,0.0413,0.268,0.000204,0.229,0.253,143.919,"audio_features","0EctYJSUcBrBd9iouJ3zvA","spotify:track:0EctYJSUcBrBd9iouJ3zvA","https://api.spotify.com/v1/tracks/0EctYJSUcBrBd9iouJ3zvA","https://api.spotify.com/v1/audio-analysis/0EctYJSUcBrBd9iouJ3zvA",204167,4,"Love of Mine","Annie",96,0
"197",0.649,0.599,7,-7.744,1,0.234,0.0914,0,0.195,0.41,77.057,"audio_features","26nxjX1zXkT8oVwO9RPUMf","spotify:track:26nxjX1zXkT8oVwO9RPUMf","https://api.spotify.com/v1/tracks/26nxjX1zXkT8oVwO9RPUMf","https://api.spotify.com/v1/audio-analysis/26nxjX1zXkT8oVwO9RPUMf",202597,4,"Sunrise (Intro) [feat. Rosy]","Annie",97,0
"198",0.614,0.427,11,-6.969,0,0.386,0.208,0,0.112,0.439,79.51,"audio_features","6kslhTC6qnOIU7IcDrG65x","spotify:track:6kslhTC6qnOIU7IcDrG65x","https://api.spotify.com/v1/tracks/6kslhTC6qnOIU7IcDrG65x","https://api.spotify.com/v1/audio-analysis/6kslhTC6qnOIU7IcDrG65x",179075,4,"Coma (Remastered) [feat. Anibal]","Annie",98,0
"199",0.512,0.673,0,-7.359,1,0.0523,0.289,3.04e-06,0.126,0.11,99.84,"audio_features","5BoOzegGrg5XFRR8UBDtkF","spotify:track:5BoOzegGrg5XFRR8UBDtkF","https://api.spotify.com/v1/tracks/5BoOzegGrg5XFRR8UBDtkF","https://api.spotify.com/v1/audio-analysis/5BoOzegGrg5XFRR8UBDtkF",233813,4,"Broken Whiskey Glass","Annie",99,0
"200",0.826,0.504,0,-6.026,1,0.052,0.12,0,0.148,0.476,123.967,"audio_features","28P6Cr4NvWmCrFj2hH66dU","spotify:track:28P6Cr4NvWmCrFj2hH66dU","https://api.spotify.com/v1/tracks/28P6Cr4NvWmCrFj2hH66dU","https://api.spotify.com/v1/audio-analysis/28P6Cr4NvWmCrFj2hH66dU",203500,4,"Bootleggin'","Annie",100,0
