"","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","track_names","who"
"1",0.87,0.362,11,-9.307,0,0.0646,0.17,0.00127,0.101,0.252,120.045,"audio_features","02VX51QXZlZcubvkm5mQGg","spotify:track:02VX51QXZlZcubvkm5mQGg","https://api.spotify.com/v1/tracks/02VX51QXZlZcubvkm5mQGg","https://api.spotify.com/v1/audio-analysis/02VX51QXZlZcubvkm5mQGg",170005,4,"Control","carly"
"2",0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,"audio_features","6usohdchdzW9oML7VC4Uhk","spotify:track:6usohdchdzW9oML7VC4Uhk","https://api.spotify.com/v1/tracks/6usohdchdzW9oML7VC4Uhk","https://api.spotify.com/v1/audio-analysis/6usohdchdzW9oML7VC4Uhk",210689,3,"Lose Control","carly"
"3",0.353,0.77,1,-11.066,0,0.0493,0.0016,0.598,0.109,0.224,145.225,"audio_features","7MSWxMumjz6lHj7oRApNbg","spotify:track:7MSWxMumjz6lHj7oRApNbg","https://api.spotify.com/v1/tracks/7MSWxMumjz6lHj7oRApNbg","https://api.spotify.com/v1/audio-analysis/7MSWxMumjz6lHj7oRApNbg",267893,4,"White Horse","carly"
"4",0.597,0.689,8,-9.18,1,0.0268,0.0308,0.0436,0.124,0.305,95.512,"audio_features","1WDfxOe0HN6NtNujMRZ498","spotify:track:1WDfxOe0HN6NtNujMRZ498","https://api.spotify.com/v1/tracks/1WDfxOe0HN6NtNujMRZ498","https://api.spotify.com/v1/audio-analysis/1WDfxOe0HN6NtNujMRZ498",164933,4,"6's to 9's - Day Wave Remix","carly"
"5",0.754,0.76,9,-6.487,1,0.0384,0.448,0.666,0.0817,0.314,121.979,"audio_features","0ymhaRjiCwNQzeQEjewE7F","spotify:track:0ymhaRjiCwNQzeQEjewE7F","https://api.spotify.com/v1/tracks/0ymhaRjiCwNQzeQEjewE7F","https://api.spotify.com/v1/audio-analysis/0ymhaRjiCwNQzeQEjewE7F",145574,4,"Restless Bones","carly"
"6",0.855,0.678,1,-6.276,1,0.189,0.0569,3.69e-05,0.412,0.852,99.029,"audio_features","6WzRpISELf3YglGAh7TXcG","spotify:track:6WzRpISELf3YglGAh7TXcG","https://api.spotify.com/v1/tracks/6WzRpISELf3YglGAh7TXcG","https://api.spotify.com/v1/audio-analysis/6WzRpISELf3YglGAh7TXcG",215467,4,"Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series)","carly"
"7",0.769,0.818,6,-1.385,0,0.192,0.263,0,0.0787,0.918,88.017,"audio_features","4E5IFAXCob6QqZaJMTw5YN","spotify:track:4E5IFAXCob6QqZaJMTw5YN","https://api.spotify.com/v1/tracks/4E5IFAXCob6QqZaJMTw5YN","https://api.spotify.com/v1/audio-analysis/4E5IFAXCob6QqZaJMTw5YN",240800,4,"Poppin' Them Thangs","carly"
"8",0.578,0.299,9,-11.245,1,0.0352,0.794,0.00164,0.108,0.12,129.788,"audio_features","1SuNH8rKUtcjWJYvZ3bBGo","spotify:track:1SuNH8rKUtcjWJYvZ3bBGo","https://api.spotify.com/v1/tracks/1SuNH8rKUtcjWJYvZ3bBGo","https://api.spotify.com/v1/audio-analysis/1SuNH8rKUtcjWJYvZ3bBGo",175202,4,"Please Don't Be","carly"
"9",0.559,0.301,9,-9.066,1,0.0297,0.055,0.00979,0.101,0.177,116.123,"audio_features","5j4hSQH0KaAc8f6cimnXIT","spotify:track:5j4hSQH0KaAc8f6cimnXIT","https://api.spotify.com/v1/tracks/5j4hSQH0KaAc8f6cimnXIT","https://api.spotify.com/v1/audio-analysis/5j4hSQH0KaAc8f6cimnXIT",244333,3,"Fire Away","carly"
"10",0.375,0.709,4,-6.34,1,0.0576,0.00506,0,0.163,0.384,169.1,"audio_features","3cgf3PmzUZKLCRulrKrzZG","spotify:track:3cgf3PmzUZKLCRulrKrzZG","https://api.spotify.com/v1/tracks/3cgf3PmzUZKLCRulrKrzZG","https://api.spotify.com/v1/audio-analysis/3cgf3PmzUZKLCRulrKrzZG",247051,4,"Godlight","carly"
"11",0.653,0.398,8,-9.519,1,0.0284,0.64,0.000142,0.0944,0.438,133.037,"audio_features","37J6sYIBny0g0YJi88FPnc","spotify:track:37J6sYIBny0g0YJi88FPnc","https://api.spotify.com/v1/tracks/37J6sYIBny0g0YJi88FPnc","https://api.spotify.com/v1/audio-analysis/37J6sYIBny0g0YJi88FPnc",168065,4,"Blood Moon","carly"
"12",0.928,0.458,11,-6.751,1,0.187,0.0175,0.000446,0.118,0.242,144.995,"audio_features","1a73gcEg6h6Re6hHXoVltJ","spotify:track:1a73gcEg6h6Re6hHXoVltJ","https://api.spotify.com/v1/tracks/1a73gcEg6h6Re6hHXoVltJ","https://api.spotify.com/v1/audio-analysis/1a73gcEg6h6Re6hHXoVltJ",172138,4,"FTCU","carly"
"13",0.969,0.707,1,-5.509,1,0.258,0.00822,0,0.314,0.421,124.991,"audio_features","4wQmwPWCUn6gi11Gep2qsP","spotify:track:4wQmwPWCUn6gi11Gep2qsP","https://api.spotify.com/v1/tracks/4wQmwPWCUn6gi11Gep2qsP","https://api.spotify.com/v1/audio-analysis/4wQmwPWCUn6gi11Gep2qsP",161760,4,"IT GIRL","carly"
"14",0.664,0.696,2,-6.038,1,0.0486,0.0162,0.553,0.109,0.49,126.064,"audio_features","5789JwERVglbf574Olz2Bi","spotify:track:5789JwERVglbf574Olz2Bi","https://api.spotify.com/v1/tracks/5789JwERVglbf574Olz2Bi","https://api.spotify.com/v1/audio-analysis/5789JwERVglbf574Olz2Bi",215000,4,"Feel Like Makin' Love (feat. Roberta Flack)","carly"
"15",0.702,0.878,1,-6.734,0,0.0394,0.242,0.695,0.0988,0.111,124.996,"audio_features","32fmwlkq7srmOAb5N0vdyj","spotify:track:32fmwlkq7srmOAb5N0vdyj","https://api.spotify.com/v1/tracks/32fmwlkq7srmOAb5N0vdyj","https://api.spotify.com/v1/audio-analysis/32fmwlkq7srmOAb5N0vdyj",134400,3,"Echo","carly"
"16",0.747,0.867,0,-7.311,1,0.088,0.582,0.00413,0.114,0.684,124.015,"audio_features","3YgtkOxZsTuaZdL8McA1FQ","spotify:track:3YgtkOxZsTuaZdL8McA1FQ","https://api.spotify.com/v1/tracks/3YgtkOxZsTuaZdL8McA1FQ","https://api.spotify.com/v1/audio-analysis/3YgtkOxZsTuaZdL8McA1FQ",220653,4,"adore u","carly"
"17",0.785,0.673,7,-8.542,1,0.0816,0.362,0.526,0.0856,0.442,120.017,"audio_features","7AZ0Nda8vCpsPcKPTelrND","spotify:track:7AZ0Nda8vCpsPcKPTelrND","https://api.spotify.com/v1/tracks/7AZ0Nda8vCpsPcKPTelrND","https://api.spotify.com/v1/audio-analysis/7AZ0Nda8vCpsPcKPTelrND",241760,4,"Matadora","carly"
"18",0.943,0.558,2,-4.911,1,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,"audio_features","4xhsWYTOGcal8zt0J161CU","spotify:track:4xhsWYTOGcal8zt0J161CU","https://api.spotify.com/v1/tracks/4xhsWYTOGcal8zt0J161CU","https://api.spotify.com/v1/audio-analysis/4xhsWYTOGcal8zt0J161CU",138411,4,"Lovin On Me","carly"
"19",0.607,0.536,10,-7.306,1,0.0305,0.386,0,0.102,0.434,147.986,"audio_features","10M2Ex445zw585Ducldzkw","spotify:track:10M2Ex445zw585Ducldzkw","https://api.spotify.com/v1/tracks/10M2Ex445zw585Ducldzkw","https://api.spotify.com/v1/audio-analysis/10M2Ex445zw585Ducldzkw",224853,4,"In Case You Didn't Know","carly"
"20",0.715,0.584,5,-8.623,0,0.128,0.0835,0.719,0.101,0.155,111.002,"audio_features","4KMOevw12On2mtMXiHsF4N","spotify:track:4KMOevw12On2mtMXiHsF4N","https://api.spotify.com/v1/tracks/4KMOevw12On2mtMXiHsF4N","https://api.spotify.com/v1/audio-analysis/4KMOevw12On2mtMXiHsF4N",164889,4,"Do It","carly"
"21",0.694,0.719,9,-8.158,1,0.248,0.134,0.0488,0.116,0.748,82.159,"audio_features","6iTAtdjDzH8f3D1KcASfQQ","spotify:track:6iTAtdjDzH8f3D1KcASfQQ","https://api.spotify.com/v1/tracks/6iTAtdjDzH8f3D1KcASfQQ","https://api.spotify.com/v1/audio-analysis/6iTAtdjDzH8f3D1KcASfQQ",223960,4,"Let's Go Back","carly"
"22",0.407,0.361,11,-9.753,1,0.0337,0.566,0,0.133,0.307,180.088,"audio_features","4PRdeh2zIyM1pvY4x5luLe","spotify:track:4PRdeh2zIyM1pvY4x5luLe","https://api.spotify.com/v1/tracks/4PRdeh2zIyM1pvY4x5luLe","https://api.spotify.com/v1/audio-analysis/4PRdeh2zIyM1pvY4x5luLe",257668,3,"Everywhere, Everything (with Gracie Abrams)","carly"
"23",0.474,0.425,8,-11.412,1,0.0327,0.502,0.00196,0.0873,0.183,123.747,"audio_features","5wlMfZKIVAlZ9nfBFyjI2S","spotify:track:5wlMfZKIVAlZ9nfBFyjI2S","https://api.spotify.com/v1/tracks/5wlMfZKIVAlZ9nfBFyjI2S","https://api.spotify.com/v1/audio-analysis/5wlMfZKIVAlZ9nfBFyjI2S",402655,4,"Middle Of Nowhere","carly"
